datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Weekday Name,Region,Country,Geo_Risk_2023,Risk_Reduction_%,M01AB_Adjusted,M01AE_Adjusted,N02BA_Adjusted,N02BE_Adjusted,N05B_Adjusted,N05C_Adjusted,R03_Adjusted,R06_Adjusted,Year_Adjusted,Month_Adjusted,Hour_Adjusted,Weekday Name_Adjusted,Supplier,Base_Cost_per_Unit,Environmental_Score,Social_Score,Governance_Score,ESG_Score,ESG_Penalty,Final_Risk_Score
2014-01-19,64950.0,60000.0,60000.0,211500.0,60000.0,0.0,15000.0,15000.0,30210000.0,15000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,58455.0,54000.0,54000.0,190350.0,54000.0,0.0,13500.0,13500.0,27189000.0,13500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-01-20,90000.0,50100.0,49500.0,178500.0,270000.0,30000.0,180000.0,45000.0,30210000.0,15000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,81000.0,45090.0,44550.0,160650.0,243000.0,27000.0,162000.0,40500.0,27189000.0,13500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-01-21,30000.0,50100.0,60000.0,630000.0,225000.0,30000.0,0.0,15000.0,30210000.0,15000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,27000.0,45090.0,54000.0,567000.0,202500.0,27000.0,0.0,13500.0,27189000.0,13500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-01-22,105000.0,45000.0,105000.0,271500.0,150000.0,0.0,75000.0,30000.0,30210000.0,15000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,94500.0,40500.0,94500.0,244350.0,135000.0,0.0,67500.0,27000.0,27189000.0,13500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-01-23,60000.0,70050.0,78000.0,393000.0,30000.0,45000.0,15000.0,45000.0,30210000.0,15000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,54000.0,63045.0,70200.0,353700.0,27000.0,40500.0,13500.0,40500.0,27189000.0,13500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-01-24,70050.0,110100.0,105000.0,294000.0,195000.0,15000.0,0.0,0.0,30210000.0,15000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,63045.0,99090.0,94500.0,264600.0,175500.0,13500.0,0.0,0.0,27189000.0,13500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-01-25,90000.0,135000.0,75000.0,566999.9999999999,270000.0,0.0,75000.0,15000.0,30210000.0,15000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,81000.0,121500.0,67500.0,510299.9999999999,243000.0,0.0,67500.0,13500.0,27189000.0,13500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-01-26,64950.0,25200.0,0.0,360000.0,60000.0,0.0,0.0,0.0,30210000.0,15000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,58455.0,22680.0,0.0,324000.0,54000.0,0.0,0.0,0.0,27189000.0,13500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-01-27,65100.0,70050.0,18000.0,354000.0,255000.0,30000.0,15000.0,45000.0,30210000.0,15000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,58590.0,63045.0,16200.0,318600.0,229500.0,27000.0,13500.0,40500.0,27189000.0,13500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-01-28,90000.0,50100.0,42000.0,200700.0,330000.0,75000.0,15000.0,75000.0,30210000.0,15000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,81000.0,45090.0,37800.0,180630.0,297000.0,67500.0,13500.0,67500.0,27189000.0,13500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-01-29,79950.0,60000.0,30000.0,210000.0,150000.0,15000.0,15000.0,30000.0,30210000.0,15000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,71955.0,54000.0,27000.0,189000.0,135000.0,13500.0,13500.0,27000.0,27189000.0,13500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-01-30,45300.0,20100.0,36000.0,382500.0,105000.0,15000.0,45000.0,30000.0,30210000.0,15000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,40770.0,18090.0,32400.0,344250.0,94500.0,13500.0,40500.0,27000.0,27189000.0,13500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-01-31,15000.0,40200.0,106500.0,403500.0,135000.0,0.0,15000.0,0.0,30210000.0,15000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,13500.0,36180.0,95850.0,363150.0,121500.0,0.0,13500.0,0.0,27189000.0,13500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-02-01,64950.0,64800.0,75000.0,645000.0,195000.0,15000.0,210000.0,0.0,30210000.0,30000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,58455.0,58320.0,67500.0,580500.0,175500.0,13500.0,189000.0,0.0,27189000.0,27000.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-02-02,105000.0,45000.0,3000.0,202500.0,90000.0,30000.0,120000.0,0.0,30210000.0,30000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,94500.0,40500.0,2700.0,182250.0,81000.0,27000.0,108000.0,0.0,27189000.0,27000.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-02-03,75000.0,15000.0,127500.0,486000.0,240000.0,15000.0,15000.0,0.0,30210000.0,30000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,67500.0,13500.0,114750.0,437400.0,216000.0,13500.0,13500.0,0.0,27189000.0,27000.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-02-04,19950.0,45000.0,105000.0,459000.0,120000.0,15000.0,255000.0,30000.0,30210000.0,30000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,17955.0,40500.0,94500.0,413100.0,108000.0,13500.0,229500.0,27000.0,27189000.0,27000.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-02-05,45000.0,60299.99999999999,93000.0,486000.0,225000.0,15000.0,15000.0,15000.0,30210000.0,30000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,40500.0,54269.99999999999,83700.0,437400.0,202500.0,13500.0,13500.0,13500.0,27189000.0,27000.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-02-06,49950.0,100200.0,52500.0,621000.0,255000.0,30000.0,75000.0,30000.0,30210000.0,30000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,44955.0,90180.0,47250.0,558900.0,229500.0,27000.0,67500.0,27000.0,27189000.0,27000.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-02-07,39900.0,130050.0,175500.0,321000.0,285000.0,15000.0,0.0,0.0,30210000.0,30000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,35910.0,117045.0,157950.0,288900.0,256500.0,13500.0,0.0,0.0,27189000.0,27000.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-02-08,49950.0,50250.0,216000.0,556500.0,195000.0,15000.0,15000.0,15000.0,30210000.0,30000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,44955.0,45225.0,194400.0,500850.0,175500.0,13500.0,13500.0,13500.0,27189000.0,27000.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-02-09,60000.0,45000.0,30000.0,472500.0,150000.0,0.0,90000.0,0.0,30210000.0,30000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,54000.0,40500.0,27000.0,425250.0,135000.0,0.0,81000.0,0.0,27189000.0,27000.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-02-10,75000.0,154950.0,127500.0,601500.0,300000.0,45000.0,45000.0,15000.0,30210000.0,30000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,67500.0,139455.0,114750.0,541350.0,270000.0,40500.0,40500.0,13500.0,27189000.0,27000.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-02-11,150000.0,104850.0,199500.0,669000.0,300000.0,30000.0,90000.0,33000.0,30210000.0,30000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,135000.0,94365.0,179550.0,602100.0,270000.0,27000.0,81000.0,29700.0,27189000.0,27000.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-02-12,135000.0,25050.0,136500.0,1103999.9999999998,135000.0,0.0,75000.0,0.0,30210000.0,30000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,121500.0,22545.0,122850.0,993599.9999999998,121500.0,0.0,67500.0,0.0,27189000.0,27000.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-02-13,64950.0,55050.0,150000.0,736500.0,195000.0,45000.0,0.0,15000.0,30210000.0,30000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,58455.0,49545.0,135000.0,662850.0,175500.0,40500.0,0.0,13500.0,27189000.0,27000.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-02-14,60000.0,60150.0,48000.0,634500.0,195000.0,60000.0,0.0,90000.0,30210000.0,30000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,54000.0,54135.0,43200.0,571050.0,175500.0,54000.0,0.0,81000.0,27189000.0,27000.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-02-15,15000.0,35100.0,30000.0,555000.0,135000.0,0.0,15000.0,75000.0,30210000.0,30000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,13500.0,31590.0,27000.0,499500.0,121500.0,0.0,13500.0,67500.0,27189000.0,27000.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-02-16,0.0,25200.0,18000.0,510000.0,75000.0,30000.0,45000.0,15000.0,30210000.0,30000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,0.0,22680.0,16200.0,459000.0,67500.0,27000.0,40500.0,13500.0,27189000.0,27000.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-02-17,110100.0,60000.0,190500.0,405000.0,195000.0,15000.0,105000.0,0.0,30210000.0,30000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,99090.0,54000.0,171450.0,364500.0,175500.0,13500.0,94500.0,0.0,27189000.0,27000.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-02-18,110100.0,110400.0,91500.0,675000.0,210000.0,0.0,195000.0,75000.0,30210000.0,30000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,99090.0,99360.0,82350.0,607500.0,189000.0,0.0,175500.0,67500.0,27189000.0,27000.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-02-19,49950.0,75299.99999999999,82500.0,1002000.0,255000.0,15000.0,90000.0,15000.0,30210000.0,30000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,44955.0,67769.99999999999,74250.0,901800.0,229500.0,13500.0,81000.0,13500.0,27189000.0,27000.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-02-20,105000.0,105300.0,48000.0,322500.0,240000.0,45000.0,120000.0,15000.0,30210000.0,30000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,94500.0,94770.0,43200.0,290250.0,216000.0,40500.0,108000.0,13500.0,27189000.0,27000.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-02-21,90000.0,65100.0,135000.0,381000.0,255000.0,0.0,0.0,0.0,30210000.0,30000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,81000.0,58590.0,121500.0,342900.0,229500.0,0.0,0.0,0.0,27189000.0,27000.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-02-22,105000.0,47550.0,85500.0,390000.0,180000.0,0.0,15000.0,0.0,30210000.0,30000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,94500.0,42795.0,76950.0,351000.0,162000.0,0.0,13500.0,0.0,27189000.0,27000.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-02-23,15000.0,50100.0,30000.0,315000.0,150000.0,0.0,0.0,0.0,30210000.0,30000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,13500.0,45090.0,27000.0,283500.0,135000.0,0.0,0.0,0.0,27189000.0,27000.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-02-24,105000.0,70200.0,82500.0,397500.0,60000.0,0.0,0.0,45000.0,30210000.0,30000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,94500.0,63180.0,74250.0,357750.0,54000.0,0.0,0.0,40500.0,27189000.0,27000.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-02-25,75000.0,25200.0,168000.0,517500.0,195000.0,0.0,0.0,30000.0,30210000.0,30000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,67500.0,22680.0,151200.0,465750.0,175500.0,0.0,0.0,27000.0,27189000.0,27000.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-02-26,75000.0,60150.0,15000.0,510000.0,75000.0,0.0,180000.0,15000.0,30210000.0,30000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,67500.0,54135.0,13500.0,459000.0,67500.0,0.0,162000.0,13500.0,27189000.0,27000.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-02-27,45000.0,95100.0,60000.0,498000.00000000006,120000.0,15000.0,30000.0,15000.0,30210000.0,30000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,40500.0,85590.0,54000.0,448200.00000000006,108000.0,13500.0,27000.0,13500.0,27189000.0,27000.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-02-28,105000.0,110400.0,79500.0,555000.0,180000.0,15000.0,30000.0,0.0,30210000.0,30000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,94500.0,99360.0,71550.0,499500.0,162000.0,13500.0,27000.0,0.0,27189000.0,27000.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-03-01,95100.0,55200.0,170325.0,760500.0,120000.0,0.0,0.0,31500.0,30210000.0,45000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,85590.0,49680.0,153292.5,684450.0,108000.0,0.0,0.0,28350.0,27189000.0,40500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-03-02,50100.0,15000.0,30000.0,99000.0,30000.0,0.0,0.0,15000.0,30210000.0,45000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,45090.0,13500.0,27000.0,89100.0,27000.0,0.0,0.0,13500.0,27189000.0,40500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-03-03,60000.0,55200.0,24000.0,331500.0,15000.0,30000.0,0.0,33000.0,30210000.0,45000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,54000.0,49680.0,21600.0,298350.0,13500.0,27000.0,0.0,29700.0,27189000.0,40500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-03-04,80100.0,105300.0,108000.0,709125.0,135000.0,0.0,75000.0,60000.0,30210000.0,45000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,72090.0,94770.0,97200.0,638212.5,121500.0,0.0,67500.0,54000.0,27189000.0,40500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-03-05,50100.0,15000.0,45000.0,375000.0,60000.0,0.0,15000.0,0.0,30210000.0,45000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,45090.0,13500.0,40500.0,337500.0,54000.0,0.0,13500.0,0.0,27189000.0,40500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-03-06,45000.0,30000.0,82500.0,661500.0,255000.0,15000.0,75000.0,15000.0,30210000.0,45000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,40500.0,27000.0,74250.0,595350.0,229500.0,13500.0,67500.0,13500.0,27189000.0,40500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-03-07,60000.0,65100.0,142500.0,375000.0,45000.0,15000.0,0.0,30000.0,30210000.0,45000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,54000.0,58590.0,128250.0,337500.0,40500.0,13500.0,0.0,27000.0,27189000.0,40500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-03-08,65100.0,46050.0,15000.0,414000.0,165000.0,0.0,0.0,0.0,30210000.0,45000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,58590.0,41445.0,13500.0,372600.0,148500.0,0.0,0.0,0.0,27189000.0,40500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-03-09,15000.0,0.0,60000.0,169500.0,45000.0,0.0,75000.0,0.0,30210000.0,45000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,13500.0,0.0,54000.0,152550.0,40500.0,0.0,67500.0,0.0,27189000.0,40500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-03-10,100200.0,80250.0,57000.0,705000.0,165000.0,0.0,0.0,30000.0,30210000.0,45000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,90180.0,72225.0,51300.0,634500.0,148500.0,0.0,0.0,27000.0,27189000.0,40500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-03-11,90000.0,85500.0,105000.0,456000.0,180000.0,15000.0,15000.0,75000.0,30210000.0,45000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,81000.0,76950.0,94500.0,410400.0,162000.0,13500.0,13500.0,67500.0,27189000.0,40500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-03-12,95100.0,40200.0,97500.0,294000.0,330000.0,45000.0,30000.0,30000.0,30210000.0,45000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,85590.0,36180.0,87750.0,264600.0,297000.0,40500.0,27000.0,27000.0,27189000.0,40500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-03-13,34650.0,65400.00000000001,79500.0,232500.0,150000.0,0.0,390000.0,30000.0,30210000.0,45000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,31185.0,58860.00000000001,71550.0,209250.0,135000.0,0.0,351000.0,27000.0,27189000.0,40500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-03-14,65100.0,25200.0,18000.0,240000.0,165000.0,0.0,15000.0,30000.0,30210000.0,45000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,58590.0,22680.0,16200.0,216000.0,148500.0,0.0,13500.0,27000.0,27189000.0,40500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-03-15,60000.0,30000.0,165000.0,349500.0,270000.0,15000.0,90000.0,30000.0,30210000.0,45000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,54000.0,27000.0,148500.0,314550.0,243000.0,13500.0,81000.0,27000.0,27189000.0,40500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-03-16,40200.0,30000.0,21000.0,195000.0,90000.0,0.0,0.0,60000.0,30210000.0,45000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,36180.0,27000.0,18900.0,175500.0,81000.0,0.0,0.0,54000.0,27189000.0,40500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-03-17,130200.0,50100.0,105000.0,555000.0,90000.0,15000.0,0.0,15000.0,30210000.0,45000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,117180.0,45090.0,94500.0,499500.0,81000.0,13500.0,0.0,13500.0,27189000.0,40500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
2014-03-18,120000.0,60000.0,75000.0,301500.0,135000.0,0.0,0.0,60000.0,30210000.0,45000.0,4140000.0,0.0,North_America,United States,49.41150501370431,0.1,108000.0,54000.0,67500.0,271350.0,121500.0,0.0,0.0,54000.0,27189000.0,40500.0,3726000.0,0.0,S3_USA,14,80,78,82,80.0,0.4,29.806903008222584
